OnCatchSheet,OnSummarySheet,Date,years,yearday,months,Site.Name,Unique.Name,Nursery,Grid.Reference,Longitude,Latitude,X.coord,Y.coord,Use_row,Sampling,Year0class,Year0AverageFL,TaggingClassO,Year1class,Year1AverageFL,TaggingClass1,Year2class,Year2AverageFL,TaggingClass2,Year3class,Year3AverageFL,TaggingClass3,Year4class,Year4AverageFL,TaggingClass4,Air.Temp,Wind.Direction,Cloud.Condition,Precipitation,Water.Temp,Salinity,Turbidity,Surface,AverageDepth,GearCode,GearType,Net.m,Deep.m,Mesh.mm,CatchMethod,HaulRun,StartTime,EndTime,Duration(Mins),HWTime_1,HWTime_2,LWTime,LWTime_2,HW_1,HW_2,LW,LW_2,NetheldTime,AreaNetted,NetTechnique
1,1,2001/08/31,2001,243,8,2 Lamorran,Lamorran,Fal,SW879417,-4.9756776,50.237156,187900,41700,1,1,0,NA,0,2,NA,0,0,NA,0,0,NA,0,0,NA,0,19,NW,7/8,Dry,19,NA,NA,NA,1,LN,Large Net,18.3,1.8,5,Beach Seine,2,1615,1650,35,,1647,1115,,,4.6,1.6,,NA,880,Hauled
1,1,2001/09/07,2001,250,9,5 Blaze Bar,Blaze Bar,Fal,SW848405,-5.0184050,50.225258,184800,40500,0,1,0,NA,0,2,16,0,1,20.7,Yellow,0,NA,0,0,NA,0,19,W,8/8,Dry,19,0,1,rippled,1.4,LN,Large Net,18.3,1.8,5,Beach Seine,2,1435,1500,65,842,2050,1456,,4.9,5,1.2,,NA,800,Hauled
0,1,2001/09/07,2001,250,9,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,W,8/8,Dry,19,NA,NA,NA,0.9,LN,Large Net,18.3,1.8,5,Beach Seine,1,1530,1530,30,842,2050,1456,,4.9,5,1.2,,NA,330,Hauled
0,1,2001/09/18,2001,261,9,6 Turnaware Bar,Channals Creek,Fal,SW835383,-5.0353486,50.205026,183500,38300,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,17,N,4/8,Dry,18,NA,NA,NA,0.75,LN,Large Net,18.3,1.8,5,Beach Seine,2,1220,1300,40,638,1855,,,5.5,5.8,0.3,,NA,1000,Hauled
0,1,2001/09/28,2001,271,9,3 Gorrangorras Creek,Gorrangorras Creek,Fal,SW793345,-5.0919104,50.169348,179300,34500,0,1,0,NA,0,0,NA,0,1,23.2,Yellow,0,NA,0,0,NA,0,19,S,2/8,Dry,19,0.035,1,wavelets,1,LN,Large Net,18.3,1.8,5,Beach Seine,4,1425,1550,75,,1537,1001,,,4.5,2.1,,NA,1700,Hauled
1,0,2001/10/29,2001,302,10,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,1,7.6,0,0,NA,0,0,NA,0,1,25.5,Yellow,0,NA,0,15,SW,8/8,Dry,16,0,1,rippled,0.75,LN,Large Net,18.3,1.8,5,Beach Seine,1,1500,NA,NA,1529,,2212,,5,,1.4,,NA,550,Hauled
1,1,2002/05/31,2002,151,5,3 Gorrangorras Creek,Gorrangorras Creek,Fal,SW793345,-5.0919104,50.169348,179300,34500,0,1,0,NA,0,1,11,0,0,NA,0,0,NA,0,0,NA,0,14,SE,0/8,Dry,18,0,0.8,rippled,1,LN,Large Net,18.3,1.8,4,Beach Seine,2,2000,2030,30,,2117,1551,,,4.8,1.5,,NA,770,Hauled
1,1,2002/06/18,2002,169,6,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,7,11,0,0,NA,0,0,NA,0,0,NA,0,19,SW,6/8,Dry,21,0,0.6,rippled,0.3,LN,Large Net,18.3,1.8,4,Beach Seine,1,1230,1230,30,,1157,555,,,4.5,1.5,,NA,550,Hauled
1,1,2002/06/20,2002,171,6,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,SSW,6/8,Dry,21,NA,NA,NA,0.7,SN,Small Net,9.1,1.7,4,Beach Seine,1,1520,1630,66,1415,,2045,,4.6,,1.5,,NA,100,Hauled
0,1,2002/06/25,2002,176,6,4 Cowlands Creek,Cowlands Creek,Fal,SW830408,-5.0437747,50.227294,183000,40800,0,1,0,NA,0,1,12,0,0,NA,0,0,NA,0,0,NA,0,19.5,WNW,2/8,Dry,19.5,0,0.5,rippled,1,CN,Combine Net,27.4,1.8,5,Beach Seine,2,1700,1730,30,,1833,1256,,,5.2,0.9,,NA,1050,Hauled
1,1,2002/07/11,2002,192,7,4 Cowlands Creek,Cowlands Creek,Fal,SW830408,-5.0437747,50.227294,183000,40800,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,SW,4/8,Dry,18,NA,NA,NA,1,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1700,NA,NA,,1900,1317,,,5,1,,NA,460,Hauled
0,1,2002/07/16,2002,197,7,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,21,NW,6/8,Dry,24,NA,NA,NA,0.5,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1340,1340,40,1040,,1701,,4.8,,1.3,,NA,170,Hauled
1,1,2002/07/22,2002,203,7,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,1,14,0,0,NA,0,0,NA,0,0,NA,0,18,NW,8/8,Dry,22,0,0.6,rippled,0.6,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1625,1635,10,,1646,1105,,,4.9,1.4,,NA,820,Hauled
1,1,2002/07/26,2002,207,7,4 Cowlands Creek,Cowlands Creek,Fal,SW830408,-5.0437747,50.227294,183000,40800,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,W,8/8,Dry,20,NA,NA,NA,0.7,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1805,1805,5,,1934,1406,,,5.2,0.6,,NA,600,Hauled
1,1,2002/07/29,2002,210,7,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,1,139,3.5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,SW,5/8,Dry,23,0,0.6,rippled,0.6,CN,Combine Net,27.4,1.8,5,Beach Seine,4,1405,1705,180,908,2116,1541,,4.7,4.9,1.4,,8,NA,Net held
1,1,2002/08/03,2002,215,8,3 Gorrangorras Creek,Gorrangorras Creek,Fal,SW793345,-5.0919104,50.169348,179300,34500,0,1,30,3.6,0,10,14,0,6,15.9,0,10,22.1,Yellow,0,NA,0,21,NW,3/8,Dry,24,0,1.2,wavelets,1.3,CN,Combine Net,37.1,2.8,4,Beach Seine,1,1300,1600,180,1257,,1935,,4.1,,2.1,,NA,7000,Stop Net
1,1,2002/08/15,2002,227,8,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,1,500,5.5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,23,W,6/8,Dry,25,0,0.5,calm,0.45,SN,Small Net,9.1,1.7,4,Beach Seine,1,1500,NA,NA,1104,,1723,,4.8,,1.4,,NA,110,Hauled
0,1,2002/08/23,2002,235,8,4 Cowlands Creek,Cowlands Creek,Fal,SW830408,-5.0437747,50.227294,183000,40800,0,1,1,5.5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,22.5,W,4/8,Dry,22,0,1,calm,1,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1730,1730,30,,1835,1311,,,5.2,1,,NA,560,Hauled
1,1,2002/08/27,2002,239,8,8 Ruan Creek Ardevora Veor,Ruan Creek,Fal,SW874413,-4.9824549,50.233384,187400,41300,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,22,Calm,0/8,Dry,23,NA,NA,NA,0.6,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1720,1730,10,,2028,1508,,,5,1.3,,NA,NA,Net held
1,1,2002/08/30,2002,242,8,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,1,20,6.3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,W,8/8,Dry,20,0,0.35,rippled,0.4,SN,Small Net,9.1,1.7,4,Beach Seine,1,1220,1220,20,1010,,1619,,4.4,,1.8,,NA,240,Hauled
0,1,2002/09/02,2002,245,9,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,21,NE,0/8,Dry,23,NA,NA,NA,0.4,SN,Small Net,9.1,1.7,4,Beach Seine,1,1415,1415,15,1321,,2016,,4.2,,2.2,,NA,110,Hauled
1,1,2002/09/09,2002,252,9,9 Carick Carly's Rock,Carick Carly's Rock,Fal,SW823371,-5.0514523,50.193808,182300,37100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,S,8/8,Dry,17,NA,NA,NA,1,SN,Small Net,9.1,1.7,4,Beach Seine,1,1400,NA,NA,742,1958,1417,,5.5,5.7,0.3,,NA,274,Hauled
1,1,2002/09/23,2002,266,9,15 Groyne Point,Groyne Point,Helford,SW741262,-5.1596953,50.092855,174100,26200,0,1,13,8.1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,17,E,2/8,Dry,17.5,0,0.7,wavelets,1.5,CN,Combine Net,27.4,1.8,5,Beach Seine,4,1245,1350,63,705,,1349,,5.1,,1,,NA,3280,Hauled
0,1,2002/09/27,2002,270,9,10 Restronguest Weir,Restronguest Weir,Fal,SW823371,-5.0514523,50.193808,182300,37100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,E,8/8,Dry,17.5,NA,NA,NA,1.5,SN,Small Net,9.1,1.7,4,Beach Seine,2,1430,1510,40,902,,1516,,4.8,,1.5,,NA,1130,Hauled
1,1,2003/06/12,2003,163,6,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,2500,11,0,0,NA,0,0,NA,0,0,NA,0,17.5,W,7/8,Dry,21,0.5,0.4,rippled,1.1,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1600,NA,NA,,1624,1039,,,5,1,,NA,740,Hauled
0,1,2003/06/23,2003,174,6,2 Bonallack Main River,Bonallack,Helford,SW712262,-5.2001742,50.091746,171200,26200,1,1,0,NA,0,121,11,0,0,NA,0,0,NA,0,0,NA,0,21,W,3/8,Dry,21,0.5,0.5,rippled,1.8,LN,Large Net,18.3,1.8,5,Beach Seine,3,1250,1410,72,,1324,714,,,4.2,1.8,,NA,990,Hauled
1,1,2003/06/26,2003,177,6,11 Channals Creek,Channals Creek,Fal,SW833391,-5.0386039,50.212137,183300,39100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,24,SW,6/8,Dry,19,NA,NA,NA,1,LN,Large Net,18.3,1.8,5,Beach Seine,2,1445,1510,25,,1557,1007,,,4.6,1.6,,NA,770,Hauled
1,1,2003/07/07,2003,188,7,2 Lamorran,Lamorran,Fal,SW879417,-4.9756776,50.237156,187900,41700,1,1,0,NA,0,3,11,0,0,NA,0,0,NA,0,0,NA,0,23,Calm,5/8,Dry,18.5,0.5,0.2,calm,1,LN,Large Net,18.3,1.8,5,Beach Seine,2,1130,1200,30,,1137,538,,,4.5,1.5,,NA,1250,Hauled
0,1,2003/07/11,2003,192,7,2 Lamorran,Lamorran,Fal,SW879417,-4.9756776,50.237156,187900,41700,1,1,0,NA,0,240,11,0,1,23.4,Yellow,0,NA,0,0,NA,0,23,W,0/8,Dry,23,0,0.3,rippled,1.3,LN,Large Net,18.3,1.8,5,Beach Seine,2,1540,1630,50,,1603,1015,,,4.8,1.5,,NA,1210,Hauled
1,1,2003/07/18,2003,199,7,12 Ruan Lanihorne,Ruan Lanihorne,Fal,SW887417,-4.9644750,50.237442,188700,41700,0,1,19,3.3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,22,S,7/8,Dry,21,0.5,0.3,wavelets,0.6,SN,Small Net,9.1,1.7,4,Beach Seine,4,1445,1600,93,926,,1551,,4.6,,1.2,,NA,1800,Hauled
1,1,2003/07/22,2003,203,7,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,1,300,5.1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,W,8/8,Dry,22,0,0.5,rippled,0.3,SN,Small Net,9.1,1.7,4,Beach Seine,1,1330,1330,30,1201,,1834,,4.2,,2,,NA,135,Hauled
1,1,2003/08/22,2003,234,8,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,25,SW,8/8,Dry,23.5,NA,0.8,rippled,0.3,SN,Small Net,9.1,1.7,4,Beach Seine,1,1345,1345,45,,1312,713,,,4.1,2.3,,NA,135,Hauled
1,1,2003/09/23,2003,266,9,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,1,9,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,NW,4/8,Dry,16,0,0.5,wavelets,0.7,LN,Large Net,18.3,1.8,5,Beach Seine,3,1000,1200,120,,1614,1020,,,4.9,1.7,,6,1600,Net held
0,1,2004/05/15,2004,136,5,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,L,0/8,Dry,23,NA,NA,NA,0.7,SN,Small Net,9.1,1.7,4,Beach Seine,3,1630,1745,69,1007,2228,1557,,1.4,1.4,4.7,,NA,140,Hauled
1,1,2004/06/08,2004,160,6,9 Scotts Quay,Entrace Head of Polwheveral Creek,Helford,SW738274,-5.1645934,50.103517,173800,27400,0,1,0,NA,0,0,NA,0,18,18.8,0,0,NA,0,0,NA,0,22,S,7/8,Dry,21,0,0.6,wavelets,1.5,CN,Combine Net,27.4,1.8,5,Beach Seine,3,1220,1330,66,1020,2228,1637,,4.7,4.9,1.4,,NA,2460,Hauled
0,1,2004/06/15,2004,167,6,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,46,13,0,115,18.7,0,0,NA,0,0,NA,0,25,N,0/8,Dry,27,0,0.6,rippled,0.7,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1635,1645,10,,1642,1100,,,4.8,1.4,,NA,520,Hauled
1,0,2004/06/16,2004,168,6,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,22,SW,5/8,Dry,23,NA,1,rippled,0.6,SN,Small Net,9.1,1.7,4,Beach Seine,2,1850,2000,66,1720,,2401,,4.9,,1.3,,NA,130,Hauled
1,0,2004/06/21,2004,173,6,12 Ruan Lanihorne,Ruan Lanihorne,Fal,SW887417,-4.9644750,50.237442,188700,41700,0,1,0,NA,0,0,NA,0,1,18.7,0,0,NA,0,0,NA,0,20,S,7/8,Dry,18,0.5,0.3,calm,0.5,NA,NA,NA,NA,NA,Beach Seine,4,1710,1800,50,,2016,1434,,,4.9,1.4,,5,42,Net held
0,1,2004/07/01,2004,183,7,2 Lamorran,Lamorran,Fal,SW879417,-4.9756776,50.237156,187900,41700,1,1,0,NA,0,3,13,0,4,17.6,0,0,NA,0,0,NA,0,17,W,8/8,Shower,19,0,0.4,calm,1.5,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1640,1640,40,442,1711,1125,,4.9,5.1,1.1,,NA,980,Hauled
1,0,2004/07/14,2004,196,7,5 Blaze Bar,Blaze Bar,Fal,SW848405,-5.0184050,50.225258,184800,40500,0,1,0,NA,0,0,NA,0,0,NA,0,4,18.2,0,0,NA,0,17.5,SW,8/8,Mist,17.5,0.035,1,calm,1,CN,Combine Net,27.4,1.8,5,Beach Seine,2,1030,1110,40,342,1609,1019,,4.3,4.6,1.9,,NA,1050,Hauled
1,0,2004/07/21,2004,203,7,12 Merthen,Merthen,Helford,SW723258,-5.1845821,50.088576,172300,25800,1,1,0,NA,0,12,15,0,6,20.1,0,0,NA,0,0,NA,0,21,W,5/8,Dry,19.5,0,0.3,rippled,1,CN,Combine Net,27.4,1.8,5,Beach Seine,8,1345,1525,84,837,2044,1458,,4.7,5,1.3,,NA,1000,Hauled
1,0,2004/07/23,2004,205,7,5 Blaze Bar,Blaze Bar,Fal,SW848405,-5.0184050,50.225258,184800,40500,0,1,0,NA,0,0,NA,0,6,19.6,0,0,NA,0,0,NA,0,22,W,3/8,Dry,18,0,1,rippled,2,CN,Combine Net,27.4,1.8,5,Beach Seine,3,1330,1415,45,949,,1604,,4.8,,1.4,,NA,2460,Hauled
1,0,2004/07/29,2004,211,7,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,1,0,NA,0,2,15,0,5,17.2,0,0,NA,0,0,NA,0,22,SSW,8/8,Rain,21,0,0.76,wavelets,0.6,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1600,NA,NA,,1559,1009,,,4.8,1.5,,NA,1050,Hauled
1,0,2004/08/07,2004,220,8,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,1,3,6.4,0,1,15,0,0,NA,0,0,NA,0,0,NA,0,22,S,0/8,Dry,21,0,1,calm,0.6,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1040,1040,40,,1039,453,,,4.6,1.3,,NA,1640,Hauled
1,0,2004/08/13,2004,226,8,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,32,6.2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,SW,8/8,Shower,23,0,0.8,rippled,1,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1630,1630,30,,1633,1048,,,4.7,1.8,,NA,550,Hauled
1,0,2004/08/14,2004,227,8,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,S,8/8,Light Drizzle,22,NA,NA,NA,0.8,CN,Combine Net,27.4,1.8,5,Beach Seine,2,1710,1800,50,,1717,1138,,,4.9,1.5,,NA,2440,Hauled
1,0,2004/09/01,2004,245,9,5 Blaze Bar,Blaze Bar,Fal,SW848405,-5.0184050,50.225258,184800,40500,0,1,0,NA,0,0,NA,0,1,21,Yellow,0,NA,0,0,NA,0,19,E,5/8,Dry,18,0.035,0.6,rippled,1.5,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1210,1210,10,743,,1417,,5.3,,0.5,,NA,600,Hauled
1,1,2004/09/01,2004,245,9,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,21,7.2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,E,5/8,Dry,20,0,0.15,rippled,0.6,CN,Combine Net,27.4,1.8,5,Beach Seine,5,1340,1450,66,743,,1417,,5.3,,0.5,,NA,600,Hauled
1,1,2004/09/01,2004,245,9,1 Ruan Creek,Entrance Ruan Creek,Fal,SW858405,-5.0044058,50.225621,185800,40500,1,1,21,7.2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,E,5/8,Dry,20,NA,0.15,rippled,0.6,LN,Large Net,27.4,1.8,5,Beach Seine,1,1340,1450,66,743,,1417,,5.3,,0.5,,NA,600,Hauled
1,0,2004/09/05,2004,249,9,9 Scotts Quay,Entrace Head of Polwheveral Creek,Helford,SW738274,-5.1645934,50.103517,173800,27400,0,1,0,NA,0,1,16,0,10,22.6,Yellow,0,NA,0,0,NA,0,22,NE,0/8,Dry,20,NA,1.2,rippled,1,CN,Combine Net,27.4,1.8,5,Beach Seine,4,1130,1300,78,944,1621,,,4.7,,1.5,,NA,900,Hauled
1,0,2004/09/28,2004,272,9,15 Groyne Point,Groyne Point,Helford,SW741262,-5.1596953,50.092855,174100,26200,0,1,0,NA,0,0,NA,0,1,23.5,Yellow,0,NA,0,0,NA,0,17,W,8/8,Dry,15.5,0,1,rippled,1.8,CN,Combine Net,27.4,1.8,5,Beach Seine,4,1130,1350,72,556,,1231,,5.3,,0.7,,NA,3000,Hauled
1,1,2004/10/02,2004,276,10,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,65,8.8,0,1,19,0,0,NA,0,0,NA,0,0,NA,0,16,W,5/8,Shower,14,NA,0.7,wavelets,0.6,CN,Combine Net,27.4,1.8,5,Beach Seine,5,1400,1530,78,810,2019,1451,,5.2,5.1,1,,NA,1100,Hauled
1,1,2004/10/16,2004,290,10,18 The Bar,The Bar,Helford,SW757269,-5.1377720,50.099748,175700,26900,0,1,0,NA,0,0,NA,0,1,22.2,Yellow,0,NA,0,0,NA,0,11,NW,8/8,Shower,13,0.035,0.8,small waves,0.8,CN,Combine Net,27.4,1.8,5,Beach Seine,3,1330,1445,69,929,1939,1356,,5.4,5.4,0.8,,NA,2040,Hauled
1,0,2005/06/04,2005,155,6,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,4,10,0,0,NA,0,0,NA,0,0,NA,0,16,W,7/8,Dry,18,0,0.6,rippled,0.9,KNN,Knotless Nylon Net,29.5,2,0,Beach Seine,1,1625,1625,25,,1631,1044,,,4.9,1.2,,NA,870,Hauled
0,1,2005/06/06,2005,157,6,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,33,11,0,0,NA,0,0,NA,0,0,NA,0,18,WNW,3/8,Dry,17,NA,NA,NA,1,NA,NA,NA,NA,NA,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,1300,Hauled
1,0,2005/06/09,2005,160,6,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,Calm,0/8,Dry,21,NA,NA,NA,0.6,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,1,1900,NA,NA,,1929,1330,,,5,1.3,,NA,2400,Hauled
1,1,2005/07/10,2005,191,7,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,0,NA,0,0,NA,0,44,23.4,Yellow,0,NA,0,26,E,1/8,Dry,25,0,1.2,rippled,1.2,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,3,1335,1445,66,824,2031,1454,,4.6,4.9,1.5,,NA,1950,Hauled
1,1,2005/07/13,2005,194,7,2 Bonallack Main River,Bonallack,Helford,SW712262,-5.2001742,50.091746,171200,26200,1,1,86,3.7,0,5,12,0,0,NA,0,0,NA,0,0,NA,0,24,W,0/8,Dry,26,0,0.9,rippled,0.9,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,5,1500,1550,50,1017,2221,1627,,4.4,4.5,1.7,,10,NA,Net held
1,1,2005/07/16,2005,197,7,12 Ruan Lanihorne,Ruan Lanihorne,Fal,SW887417,-4.9644750,50.237442,188700,41700,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,23,SW,5/8,Dry,21,NA,NA,NA,0.8,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,2,1255,1615,192,1249,,1825,,4.3,,1.9,,NA,150,Hauled
1,1,2005/08/03,2005,215,8,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,21,SW,1/8,Dry,23,NA,NA,NA,0.6,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,1,1700,NA,NA,,1710,1139,,,4.8,1.6,,NA,1800,Hauled
1,1,2005/08/09,2005,221,8,18 The Bar,The Bar,Helford,SW757269,-5.1377720,50.099748,175700,26900,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,23,W,0/8,Dry,25,NA,NA,NA,0.5,SN,Small Net,9.1,1.7,4,Beach Seine,7,1458,1655,94,840,2047,1501,,4.8,5,1.3,,NA,1220,Hauled
0,1,2005/08/16,2005,228,8,7 Polingey Creek,Polingey Creek,Fal,SW866351,-4.9901719,50.177412,186600,35100,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,23,E,0/8,Dry,24,NA,NA,NA,0.5,SN,Small Net,9.1,1.7,4,Beach Seine,1,1715,1715,15,,859,1453,,,4.5,1,,NA,169,Hauled
0,1,2005/08/17,2005,229,8,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,6,6.6,0,2,15,0,0,NA,0,0,NA,0,0,NA,0,22,E,2/8,Dry,26,0,0.8,rippled,0.8,NA,NA,NA,NA,NA,Beach Seine,1,1600,NA,NA,,1606,1015,,,4.8,1.6,,NA,900,Hauled
1,1,2005/08/30,2005,242,8,13 Ruan Creek,Ruan Creek,Fal,SW873407,-4.9835185,50.227959,187300,40700,1,1,0,NA,0,1,15,0,0,NA,0,0,NA,0,0,NA,0,23,E,2/8,Dry,21,0.035,1,small waves,2.5,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,4,1335,1630,141,,1511,923,,,4.2,2.4,,NA,4500,Hauled
1,1,2005/09/11,2005,254,9,9 & 10 Scott's quay,Entrace Head of Polwheveral Creek,Helford,SW737274,-5.1659896,50.103479,173700,27400,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,N,8/8,Dry,19,NA,NA,NA,1.5,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,3,1245,1440,93,1025,,1645,,4.4,,1.9,,NA,2600,Hauled
1,1,2005/09/11,2005,254,9,13 Merthen,Merthen,Helford,SW737259,-5.1651011,50.090009,173700,25900,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,Var,8/8,Dry,19,NA,NA,NA,1.5,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,1,1140,1140,40,1025,,1645,,4.4,,1.9,,NA,600,Hauled
1,1,2005/09/19,2005,262,9,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,1,9.2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,S,6/8,Dry,18,0.035,0.23,rippled,0.7,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,4,1200,1400,120,653,1950,1330,,5.5,5.8,0.4,,NA,1500,Hauled
0,1,2005/10/05,2005,278,10,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,2,20,0,0,NA,0,0,NA,0,0,NA,0,19,E,0/8,Dry,16.5,0,0.6,calm,1.2,KNN,Knotless Nylon Net,29.5,2,5,Beach Seine,5,1250,1530,144,710,1923,1340,,5.2,5.2,1,,NA,1400,Hauled
